candidate_id,partition,feature_set,basis_rank,target_l2,ridge_alpha,residual_shrinkage,geometry_cluster_count,case_count,mean_field_gain_over_low_cgls24,mean_h1_gain_over_low_cgls24,mean_field_gain_over_component_damping,mean_field_gain_over_high_order_teacher_b0p75,worst_case_field_gain_over_low_cgls24,worst_geometry_field_gain_over_low_cgls24,worst_case_field_gain_over_component_damping,case_harm_over_one_percent_rate_vs_low,case_harm_over_one_percent_rate_vs_component_damping,takeover_rate,fallback_rate,evaluator_mean_adjoint_residual_gain_over_component_damping,low_forward_calls,low_adjoint_calls,high_order_forward_calls,high_order_adjoint_calls,evaluator_only,mean_exact_oracle_field_gain_retention,family_mean_field_gain_over_component_damping
adjoint_projection_oracle,calibration,,4,,,,4,8,0.024963915401594608,0.09414333396496272,0.0023990883161802146,-0.0009612503656974275,0.009306289181419403,0.020069801767024886,-0.0023752061677608793,0.0,0.0,1.0,0.0,0.2009951656450294,25,24,0,0,True,0.652208256656893,"{'single_interface': 0.001046299074567686, 'smooth_no_interface': 0.0037518775577927432}"
component_damping,calibration,,,,,,4,8,0.022626092113877214,0.11346760582109977,0.0,-0.0033709824211915485,0.00778131504236701,0.016393248764962454,0.0,0.0,0.0,1.0,0.0,,25,24,0,0,False,0.5911301915246641,"{'single_interface': 0.0, 'smooth_no_interface': 0.0}"
exact_mismatch_oracle,calibration,,4,,,,4,8,0.03827598799431846,0.09196919583961981,0.016028400700628234,0.012711109027241554,0.012578883102592253,0.028831363706224133,0.0048351922141338655,0.0,0.0,1.0,0.0,1.0,25,24,0,0,True,1.0,"{'single_interface': 0.018492537474237375, 'smooth_no_interface': 0.013564263927019093}"
exact_mismatch_refine12_oracle,calibration,,,,,,4,8,0.03862055975477682,0.09184257388587848,0.016381938875630594,0.013065950152175085,0.012585612558395964,0.02900789400111342,0.0048419744446095425,0.0,0.0,1.0,0.0,1.0,25,24,0,0,True,1.009002295656209,"{'single_interface': 0.018865750412624782, 'smooth_no_interface': 0.013898127338636407}"
frozen_global_pca_rank4_probe_tax_oracle,calibration,,4,,,,4,8,0.029618014709003493,0.08901400835266754,0.0071894623375303585,0.0038511277208924805,0.01046466690297343,0.023769033033953446,0.0003303275110960735,0.0,0.0,1.0,0.0,0.44272282824593034,25,24,0,0,True,0.7738014421312881,"{'single_interface': 0.0035503613793163025, 'smooth_no_interface': 0.010828563295744414}"
high_order_teacher_b0p75,calibration,,4,,,,4,8,0.02588386706550351,0.11150351915977691,0.003354465129474432,0.0,0.007552701218047964,0.019847715012627387,-0.00023040669137253111,0.0,0.0,1.0,0.0,0.07468995900894634,25,24,1,0,True,0.6762429507853752,"{'single_interface': 0.0017482356710318558, 'smooth_no_interface': 0.004960694587917008}"
krylov_schedule_damping_anchor,calibration,,4,,,,4,8,0.022727883141378025,0.11383835991671494,0.00010469812818619806,-0.003265878537013031,0.007817136762586108,0.016498223769116582,-0.00035274494644133014,0.0,0.0,1.0,0.0,,25,24,0,0,False,0.593789587998399,"{'single_interface': 0.0001420485821726769, 'smooth_no_interface': 6.734767419971921e-05}"
low_cgls24_matched,calibration,,,,,,4,8,0.0,0.0,-0.02329031390756056,-0.02676169557615804,0.0,0.0,-0.037726869754584946,0.0,0.75,1.0,0.0,,25,24,0,0,False,0.0,"{'single_interface': -0.017429607869506036, 'smooth_no_interface': -0.029151019945615086}"
measurement_projection_oracle,calibration,,4,,,,4,8,0.027332874272029004,0.09636802037513947,0.004807812626876087,0.0014509325758411268,0.00950183287807449,0.020463120640322963,0.001734010719401935,0.0,0.0,1.0,0.0,0.19645309373997832,25,24,0,0,True,0.7140997712739954,"{'single_interface': 0.005497304785049978, 'smooth_no_interface': 0.004118320468702197}"
truth_conditioned_finite_k_oracle_search,calibration,,4,,,,4,8,0.028473213745464618,0.09742788549506003,0.00597843084346035,0.002625086379516056,0.009550752918752625,0.020532085982351567,0.0017833144076108143,0.0,0.0,1.0,0.0,0.15402379681480538,25,24,0,0,True,0.7438923261678072,"{'single_interface': 0.007324056262019901, 'smooth_no_interface': 0.004632805424900799}"
