strategy,selected_checkpoint_epoch,model_seed,cumulative_epochs,variant_index,source_index,sample_seed,source_split,family_id,noise_level,total_budget,ridge_relative,inference_ms_per_sample,field_rel_l2,gradient_rel_l2,observed_reprojection_rel_l2,audit_reprojection_rel_l2,improvement_vs_classical_pct
base_24,24,20260901,24,219,219,30460840,test_iid,1,0.05,6,1e-06,0.4336129604780581,0.3167499303817749,0.5750727653503418,0.1006835550069809,0.5311926007270813,18.738436794490312
base_24,24,20260901,24,220,220,30460841,test_iid,1,0.02,6,1e-06,0.4336129604780581,0.3858891427516937,0.6761634349822998,0.1463647335767746,0.6620897650718689,14.855075060686199
base_24,24,20260901,24,221,221,30460842,test_iid,1,0.05,6,1e-06,0.4336129604780581,0.2345418632030487,0.45198267698287964,0.09220527857542038,0.5229260921478271,28.881932038353447
base_24,24,20260901,24,222,222,30460843,test_iid,1,0.02,6,1e-06,0.4336129604780581,0.2457612305879593,0.49228984117507935,0.10882881283760071,0.4310493767261505,33.78472769788484
base_24,24,20260901,24,223,223,30460844,test_iid,1,0.05,6,1e-06,0.4336129604780581,0.2747294306755066,0.5024095177650452,0.110588438808918,0.48011237382888794,28.355998268045614
base_24,24,20260901,24,224,224,30460845,test_iid,0,0.02,6,1e-06,0.4336129604780581,0.10129304230213165,0.23242157697677612,0.09519945830106735,0.1081162691116333,64.31923500129459
base_24,24,20260901,24,225,225,30460846,test_iid,0,0.05,6,1e-06,0.4336129604780581,0.1391535997390747,0.2897939682006836,0.12584084272384644,0.10468053072690964,61.99510053714044
base_24,24,20260901,24,226,226,30460847,test_iid,0,0.02,6,1e-06,0.4336129604780581,0.07497276365756989,0.18941563367843628,0.06669491529464722,0.10597310960292816,73.44846740713291
base_24,24,20260901,24,227,227,30460848,test_iid,0,0.05,6,1e-06,0.4336129604780581,0.09708103537559509,0.2550067901611328,0.07661329954862595,0.06739513576030731,68.23433249977504
base_24,24,20260901,24,228,228,30460849,test_iid,0,0.02,6,1e-06,0.4336129604780581,0.1277581751346588,0.24076031148433685,0.08592908084392548,0.10350704193115234,41.48768066637374
base_24,24,20260901,24,229,229,30460850,test_iid,0,0.05,6,1e-06,0.4336129604780581,0.13362561166286469,0.29356148838996887,0.13016581535339355,0.122421033680439,61.844145274090145
base_24,24,20260901,24,230,230,30460851,test_iid,1,0.02,6,1e-06,0.4336129604780581,0.231748566031456,0.36771297454833984,0.095600925385952,0.40279674530029297,18.47767196577195
base_24,24,20260901,24,231,231,30460852,test_iid,1,0.05,6,1e-06,0.4336129604780581,0.23322363197803497,0.4327065348625183,0.09226938337087631,0.35379233956336975,25.850702091900548
base_24,24,20260901,24,232,232,30560821,test_noise_ood,0,0.08,6,1e-06,0.4336129604780581,0.10209518671035767,0.2740938067436218,0.08738669753074646,0.07176993787288666,67.39272257427926
base_24,24,20260901,24,233,233,30560822,test_noise_ood,0,0.12,6,1e-06,0.4336129604780581,0.16557908058166504,0.3972393274307251,0.13388487696647644,0.13601551949977875,54.80747933407172
base_24,24,20260901,24,234,234,30560823,test_noise_ood,0,0.08,6,1e-06,0.4336129604780581,0.1341821849346161,0.3055720627307892,0.11609812825918198,0.13243581354618073,56.679012320550775
base_24,24,20260901,24,235,235,30560824,test_noise_ood,0,0.12,6,1e-06,0.4336129604780581,0.13552868366241455,0.3538387417793274,0.12146680057048798,0.10443118214607239,49.50030982149597
base_24,24,20260901,24,236,236,30560825,test_noise_ood,0,0.08,6,1e-06,0.4336129604780581,0.11920195817947388,0.29288116097450256,0.1086658239364624,0.14420029520988464,58.45500878502496
base_24,24,20260901,24,237,237,30560826,test_noise_ood,0,0.12,6,1e-06,0.4336129604780581,0.1390828937292099,0.3663027286529541,0.10786347091197968,0.10785879194736481,46.08063167309559
base_24,24,20260901,24,238,238,30560827,test_noise_ood,1,0.08,6,1e-06,0.4336129604780581,0.33956778049468994,0.5673232674598694,0.135689377784729,0.4192935824394226,13.898769502426925
