strategy,source_index,sample_seed,source_split,family_id,noise_level,model_seed_count,field_rel_l2,audit_reprojection_rel_l2
base_24,237,30560826,test_noise_ood,0,0.12,3,0.13282634814580283,0.09613060454527537
base_24,238,30560827,test_noise_ood,1,0.08,3,0.3277440667152405,0.3925139605998993
base_24,239,30560828,test_noise_ood,1,0.12,3,0.25437260667483014,0.37892768780390423
base_24,240,30560829,test_noise_ood,1,0.08,3,0.17427849769592285,0.24563885231812796
base_24,241,30560830,test_noise_ood,1,0.12,3,0.19026209910710654,0.2884768744309743
base_24,242,30560831,test_noise_ood,1,0.08,3,0.3740781943003337,0.4609244366486867
base_24,243,30560832,test_noise_ood,1,0.12,3,0.24022303521633148,0.3351442317167918
base_24,244,30560833,test_noise_ood,0,0.08,3,0.10847107072671254,0.11916812757651012
base_24,245,30560834,test_noise_ood,0,0.12,3,0.11599414050579071,0.1017916922767957
base_24,246,30560835,test_noise_ood,0,0.08,3,0.14135088523228964,0.1706010103225708
base_24,247,30560836,test_noise_ood,0,0.12,3,0.14859458804130554,0.1815454661846161
base_24,248,30560837,test_noise_ood,0,0.08,3,0.14139750599861145,0.15474890172481537
base_24,249,30560838,test_noise_ood,0,0.12,3,0.15698431928952536,0.1878158450126648
base_24,250,30560839,test_noise_ood,1,0.08,3,0.23458168903986612,0.35077741742134094
base_24,251,30560840,test_noise_ood,1,0.12,3,0.37215085824330646,0.6010005474090576
base_24,252,30560841,test_noise_ood,1,0.08,3,0.30709488193194073,0.397779514392217
base_24,253,30560842,test_noise_ood,1,0.12,3,0.2499266266822815,0.41626014312108356
base_24,254,30560843,test_noise_ood,1,0.08,3,0.17967218657334647,0.2730842928091685
base_24,255,30560844,test_noise_ood,1,0.12,3,0.2609767218430837,0.39034503698349
base_24,256,30560845,test_noise_ood,0,0.08,3,0.10703280071417491,0.12139513591925304
base_24,257,30560846,test_noise_ood,0,0.12,3,0.16113594671090445,0.19325174391269684
base_24,258,30560847,test_noise_ood,0,0.08,3,0.1226772889494896,0.08928003410498302
base_24,259,30560848,test_noise_ood,0,0.12,3,0.1393426408370336,0.1285662204027176
base_24,260,30560849,test_noise_ood,0,0.08,3,0.12167050192753474,0.15260506172974905
base_24,261,30560850,test_noise_ood,0,0.12,3,0.1453756590684255,0.18997948865095773
base_24,262,30560851,test_noise_ood,1,0.08,3,0.23416791359583536,0.40610649188359577
base_24,263,30560852,test_noise_ood,1,0.12,3,0.27666417757670086,0.4617997904618581
base_24,264,30660821,test_family_ood,2,0.02,3,0.5889521241188049,0.6353588104248047
base_24,265,30660822,test_family_ood,2,0.05,3,0.5283659100532532,0.5725072026252747
base_24,266,30660823,test_family_ood,2,0.02,3,0.451960027217865,0.5612498919169108
base_24,267,30660824,test_family_ood,2,0.05,3,0.6171059409777323,0.6315127412478129
base_24,268,30660825,test_family_ood,2,0.02,3,0.4473753273487091,0.5814741253852844
base_24,269,30660826,test_family_ood,2,0.05,3,0.5912133057912191,0.6388145486513773
base_24,270,30660827,test_family_ood,2,0.02,3,0.5202189485232035,0.6134077906608582
base_24,271,30660828,test_family_ood,2,0.05,3,0.5825382669766744,0.6083152691523234
base_24,272,30660829,test_family_ood,2,0.02,3,0.4735769232114156,0.4877411524454753
base_24,273,30660830,test_family_ood,2,0.05,3,0.5857773621877035,0.6969072620073954
base_24,274,30660831,test_family_ood,2,0.02,3,0.5619481205940247,0.5490828156471252
base_24,275,30660832,test_family_ood,2,0.05,3,0.426875243584315,0.4895833730697632
base_24,276,30660833,test_family_ood,2,0.02,3,0.509990930557251,0.6567754944165548
base_24,277,30660834,test_family_ood,2,0.05,3,0.5816728472709656,0.6069129506746928
base_24,278,30660835,test_family_ood,2,0.02,3,0.5849647919336954,0.7439056634902954
base_24,279,30660836,test_family_ood,2,0.05,3,0.4880269070466359,0.5720804333686829
base_24,280,30660837,test_family_ood,2,0.02,3,0.596818765004476,0.7086614767710367
base_24,281,30660838,test_family_ood,2,0.05,3,0.549679179986318,0.625180204709371
base_24,282,30660839,test_family_ood,2,0.02,3,0.49138245979944867,0.5825241605440775
base_24,283,30660840,test_family_ood,2,0.05,3,0.45584049820899963,0.4631404181321462
base_24,284,30660841,test_family_ood,2,0.02,3,0.448835829893748,0.5495618184407552
base_24,285,30660842,test_family_ood,2,0.05,3,0.5701460639635721,0.7166512409845988
base_24,286,30660843,test_family_ood,2,0.02,3,0.5433900952339172,0.5980966885884603
base_24,287,30660844,test_family_ood,2,0.05,3,0.43786375721295673,0.47848673661549884
base_24,288,30660845,test_family_ood,2,0.02,3,0.4971957206726074,0.531259556611379
base_24,289,30660846,test_family_ood,2,0.05,3,0.555500308672587,0.5650562047958374
base_24,290,30660847,test_family_ood,2,0.02,3,0.4867444535096486,0.591520090897878
base_24,291,30660848,test_family_ood,2,0.05,3,0.5454893112182617,0.7109480102856954
base_24,292,30660849,test_family_ood,2,0.02,3,0.5792790055274963,0.5222752888997396
base_24,293,30660850,test_family_ood,2,0.05,3,0.4838775893052419,0.5174711346626282
